date,datetime,shock_1y,shock_5y,isMain,isBroad,isdRRR,isdRevrepo,isdLDR,isdMLF,isMPR,isFX,isTMLF
11/9/16,11/8/16 19:05,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2/3/17,2/3/17 12:00,0.145,0.17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2/18/17,2/17/17 19:44,-0.01,-0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3/16/17,3/16/17 12:00,0.12,0.01,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5/13/17,5/12/17 19:47,-0.08,-0.09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8/12/17,8/11/17 20:37,-0.015,-0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10/1/17,9/30/17 17:00,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11/18/17,11/17/17 22:43,-0.01375,-0.00375,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12/14/17,12/14/17 12:00,-0.06,-0.05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2/15/18,2/14/18 17:24,0.005,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3/22/18,3/22/18 12:00,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4/18/18,4/17/18 18:26,-0.1025,-0.16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5/12/18,5/11/18 21:09,-0.005,0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6/2/18,6/1/18 19:50,-0.0025,0.00625,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/25/18,6/24/18 17:02,-0.015,0.005,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/3/18,8/3/18 12:00,-0.08,-0.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
8/11/18,8/10/18 21:35,0.06,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8/24/18,8/24/18 0:00,0.01,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
10/7/18,10/7/18 11:49,-0.03,-0.005,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11/10/18,11/9/18 20:20,0,0.0025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/10/18,11/9/18 22:15,0,0.0025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12/20/18,12/19/18 19:59,-0.03125,-0.06875,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/3/19,1/2/19 20:57,0.005,-0.01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1/5/19,1/4/19 17:20,-0.06,-0.03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2/22/19,2/21/19 19:42,0.025,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5/6/19,5/6/19 9:29,-0.045,-0.05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5/18/19,5/17/19 20:24,0.05,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8/10/19,8/9/19 21:52,0.025,0.0175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9/7/19,9/6/19 17:22,0.01375,0.01375,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11/5/19,11/5/19 9:46,-0.07,-0.06,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
11/16/19,11/16/19 9:00,-0.0725,-0.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
11/18/19,11/18/19 12:00,-0.0725,-0.08,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1/1/20,1/1/20 15:07,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1/23/20,1/23/20 9:46,-0.0075,-0.0025,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2/3/20,2/3/20 12:00,-0.13,-0.16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2/20/20,2/19/20 20:29,0,0.015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3/14/20,3/13/20 17:16,-0.00125,0.045,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/30/20,3/30/20 12:00,-0.045,-0.03,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4/3/20,4/3/20 16:57,-0.05625,-0.0475,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4/15/20,4/15/20 9:45,-0.0525,-0.04625,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5/10/20,5/10/20 9:00,0.0025,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
